Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
48107997,11/09/2020 12:22:57 PM,11/09/2020 12:34:14 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11215,95 PROSPECT PARK WEST,PROSPECT PARK WEST,4 STREET,5 STREET,4 STREET,5 STREET,,BROOKLYN,PROSPECT PARK WEST,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/09/2020 05:34:18 PM,55 BROOKLYN,3011170001,BROOKLYN,"991,322","182,426",ONLINE,Prospect Park,BROOKLYN,,,,,,,,40.66739113906443,-73.97450763994523,"(40.66739113906443, -73.97450763994523)"
48114042,11/09/2020 04:24:41 AM,11/09/2020 11:45:35 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10037,41 WEST  143 STREET,WEST  143 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,,NEW YORK,WEST  143 STREET,,Closed,,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,11/09/2020 04:45:39 PM,10 MANHATTAN,,MANHATTAN,"1,002,139","237,445",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.818389231731096,-73.93536940146817,"(40.818389231731096, -73.93536940146817)"
48116486,11/10/2020 10:24:35 PM,11/10/2020 10:30:37 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11220,428 61 STREET,61 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,,BROOKLYN,61 STREET,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/11/2020 03:30:40 AM,07 BROOKLYN,,BROOKLYN,"979,201","172,355",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63974982743412,-74.01819253510597,"(40.63974982743412, -74.01819253510597)"
48118635,11/10/2020 05:08:42 PM,11/10/2020 06:44:44 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11416,93-41 106 STREET,106 STREET,ATLANTIC AVENUE,94 AVENUE,ATLANTIC AVENUE,94 AVENUE,,OZONE PARK,106 STREET,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/10/2020 11:44:49 PM,09 QUEENS,4093880033,QUEENS,"1,028,863","190,899",ONLINE,Unspecified,QUEENS,,,,,,,,40.690537987859685,-73.83912809817562,"(40.690537987859685, -73.83912809817562)"
48120824,11/10/2020 11:11:02 AM,11/10/2020 11:44:05 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11223,2135 MCDONALD AVENUE,MCDONALD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,MCDONALD AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/10/2020 04:44:07 PM,15 BROOKLYN,3071040017,BROOKLYN,"991,821","158,050",PHONE,Unspecified,BROOKLYN,,,,,,,,40.60048378668874,-73.97273624827892,"(40.60048378668874, -73.97273624827892)"
48120855,11/10/2020 04:00:25 PM,11/10/2020 05:40:18 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11235,AVENUE Y,AVENUE Y,AVENUE Y,BEDFORD AVENUE,AVENUE Y,BEDFORD AVENUE,,,,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/10/2020 10:40:20 PM,15 BROOKLYN,,BROOKLYN,"999,533","154,657",PHONE,Unspecified,BROOKLYN,,,,,,,,40.59116074347029,-73.94497242569722,"(40.59116074347029, -73.94497242569722)"
48121945,11/10/2020 04:58:16 PM,11/10/2020 07:17:32 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11436,128-42 150 STREET,150 STREET,SUTTER AVENUE,130 AVENUE,SUTTER AVENUE,130 AVENUE,,JAMAICA,150 STREET,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/11/2020 12:17:36 AM,12 QUEENS,4121080057,QUEENS,"1,042,907","183,834",ONLINE,Unspecified,QUEENS,,,,,,,,40.67106428870716,-73.78854791505374,"(40.67106428870716, -73.78854791505374)"
48122007,11/10/2020 06:23:20 PM,11/10/2020 06:25:19 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10003,69 EAST   17 STREET,EAST   17 STREET,BROADWAY,PARK AVENUE SOUTH,BROADWAY,PARK AVENUE SOUTH,,NEW YORK,EAST   17 STREET,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/10/2020 11:25:22 PM,05 MANHATTAN,1008450002,MANHATTAN,"987,125","207,726",PHONE,Union Square Park,MANHATTAN,,,,,,,,40.736836061247594,-73.98962571830423,"(40.736836061247594, -73.98962571830423)"
48122008,11/10/2020 12:48:32 PM,11/10/2020 12:49:57 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10038,100 GOLD STREET,GOLD STREET,SPRUCE STREET,FRANKFORT STREET,SPRUCE STREET,FRANKFORT STREET,,NEW YORK,GOLD STREET,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/10/2020 05:49:59 PM,01 MANHATTAN,1000940025,MANHATTAN,"983,139","198,077",ONLINE,100 Gold St.,MANHATTAN,,,,,,,,40.71035229111428,-74.00400739046181,"(40.71035229111428, -74.00400739046181)"
48122082,11/10/2020 04:12:08 PM,11/10/2020 05:44:31 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10314,FATHER MACRIS PARK,FATHER MACRIS PARK,MAY AVENUE,FAHY AVENUE,MAY AVENUE,FAHY AVENUE,,STATEN ISLAND,FATHER MACRIS PARK,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/10/2020 10:44:35 PM,02 STATEN ISLAND,5016250001,STATEN ISLAND,"939,347","163,975",ONLINE,Father Macris Park,STATEN ISLAND,,,,,,,,40.61663614800334,-74.16173836388931,"(40.61663614800334, -74.16173836388931)"
48124263,11/10/2020 11:28:38 AM,11/10/2020 12:56:29 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11220,OWL'S HEAD PARK,OWL'S HEAD PARK,67 STREET,SENATOR STREET,67 STREET,SENATOR STREET,,BROOKLYN,OWLS HEAD PARK,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/10/2020 05:56:32 PM,10 BROOKLYN,3058320002,BROOKLYN,"975,266","172,486",PHONE,Owl's Head Park,BROOKLYN,,,,,,,,40.640106277125746,-74.03237128362329,"(40.640106277125746, -74.03237128362329)"
48124491,11/10/2020 11:38:09 AM,11/10/2020 12:31:00 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11694,120 BEACH  116 STREET,BEACH  116 STREET,DEAD END,ROCKAWAY BEACH BOULEVARD,DEAD END,ROCKAWAY BEACH BOULEVARD,,FAR ROCKAWAY,BEACH  116 STREET,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/10/2020 05:31:03 PM,14 QUEENS,4161880034,QUEENS,"1,029,730","149,974",ONLINE,Rockaway Beach and Boardwalk,QUEENS,,,,,,,,40.57820335515058,-73.83627757282608,"(40.57820335515058, -73.83627757282608)"
48140128,11/12/2020 05:10:33 PM,11/12/2020 05:42:33 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10463,751 WEST  232 STREET,WEST  232 STREET,INDEPENDENCE AVENUE,PALISADE AVENUE,INDEPENDENCE AVENUE,PALISADE AVENUE,,BRONX,WEST  232 STREET,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/12/2020 10:42:36 PM,08 BRONX,2059150090,BRONX,"1,006,816","261,892",ONLINE,Seton Park,BRONX,,,,,,,,40.885478248520414,-73.91838973869731,"(40.885478248520414, -73.91838973869731)"
48150675,11/14/2020 11:32:44 AM,11/14/2020 12:40:13 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11375,68-01 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,,FOREST HILLS,YELLOWSTONE BOULEVARD,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/14/2020 05:40:19 PM,06 QUEENS,4021580001,QUEENS,"1,026,254","203,913",ONLINE,Yellowstone Park,QUEENS,,,,,,,,40.72627105070567,-73.84845479620932,"(40.72627105070567, -73.84845479620932)"
48220390,11/21/2020 08:44:48 PM,11/21/2020 08:58:58 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10003,3 WASHINGTON SQUARE NORTH,WASHINGTON SQUARE NORTH,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,5 AVENUE,,NEW YORK,WASHINGTON SQUARE NORTH,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/21/2020 08:57:48 PM,02 MANHATTAN,1005500001,MANHATTAN,"985,377","205,566",UNKNOWN,Washington Square Park,MANHATTAN,,,,,,,,40.73090778826059,-73.99593364337622,"(40.73090778826059, -73.99593364337622)"
48244535,11/24/2020 11:03:03 AM,11/24/2020 12:24:50 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11372,33-16 78 STREET,78 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,,JACKSON HEIGHTS,78 STREET,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/24/2020 12:24:48 PM,03 QUEENS,4012500014,QUEENS,"1,015,000","214,248",PHONE,Travers Park,QUEENS,,,,,,,,40.75468431377794,-73.88901053133478,"(40.75468431377794, -73.88901053133478)"
48270640,11/28/2020 02:44:56 PM,11/28/2020 02:45:52 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11366,196-10 UNION TURNPIKE,UNION TURNPIKE,196 STREET,196 PLACE,196 STREET,196 PLACE,,FRESH MEADOWS,UNION TURNPIKE,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/28/2020 02:45:50 PM,08 QUEENS,4072900001,QUEENS,"1,046,709","205,663",ONLINE,Cunningham Park,QUEENS,,,,,,,,40.730953577308505,-73.77463973117385,"(40.730953577308505, -73.77463973117385)"
48270686,11/28/2020 11:42:29 AM,11/28/2020 11:53:51 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10040,4565 BROADWAY,BROADWAY,BENNETT AVENUE,WEST  196 STREET,BENNETT AVENUE,WEST  196 STREET,,NEW YORK,BROADWAY,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/28/2020 11:53:45 AM,12 MANHATTAN,1021790625,MANHATTAN,"1,003,345","252,691",ONLINE,Fort Tryon Park,MANHATTAN,,,,,,,,40.86023252938371,-73.93096887693872,"(40.86023252938371, -73.93096887693872)"
48233235,11/24/2020 12:47:01 AM,11/24/2020 06:18:05 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10027,18 MT MORRIS PARK WEST,MT MORRIS PARK WEST,WEST  121 STREET,WEST  122 STREET,WEST  121 STREET,WEST  122 STREET,,NEW YORK,MT MORRIS PARK WEST,,Closed,,The condition was determined to be an emergency issue and NYPD was notified.,11/24/2020 06:13:47 AM,11 MANHATTAN,1017190001,MANHATTAN,"999,350","232,500",ONLINE,Marcus Garvey Park,MANHATTAN,,,,,,,,40.80482179264163,-73.94545681211618,"(40.80482179264163, -73.94545681211618)"
48238344,11/24/2020 12:19:03 PM,11/24/2020 12:23:45 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11223,2099 MC DONALD AVENUE,MC DONALD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,MCDONALD AVENUE,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/24/2020 12:23:19 PM,15 BROOKLYN,3071040017,BROOKLYN,"991,846","158,287",PHONE,McDonald Playground,BROOKLYN,,,,,,,,40.60113428219098,-73.97264595485817,"(40.60113428219098, -73.97264595485817)"
48242289,11/24/2020 10:12:08 PM,11/24/2020 11:01:22 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11207,559 STANLEY AVENUE,STANLEY AVENUE,VERMONT STREET,VAN SICLEN AVENUE,VERMONT STREET,VAN SICLEN AVENUE,,BROOKLYN,STANLEY AVENUE,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/24/2020 11:01:09 PM,05 BROOKLYN,3043490001,BROOKLYN,"1,015,516","178,988",PHONE,Linden Park,BROOKLYN,,,,,,,,40.657902213859515,-73.8873117978578,"(40.657902213859515, -73.8873117978578)"
48243457,11/24/2020 05:59:46 PM,11/24/2020 10:49:07 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11223,2099 MC DONALD AVENUE,MC DONALD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,MCDONALD AVENUE,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/24/2020 10:49:03 PM,15 BROOKLYN,3071040017,BROOKLYN,"991,846","158,287",PHONE,McDonald Playground,BROOKLYN,,,,,,,,40.60113428219098,-73.97264595485817,"(40.60113428219098, -73.97264595485817)"
48245601,11/24/2020 02:20:22 PM,11/24/2020 03:21:26 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11226,CATON AVENUE,CATON AVENUE,CATON AVENUE,EAST   16 STREET,CATON AVENUE,EAST   16 STREET,,,,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/24/2020 03:21:25 PM,14 BROOKLYN,,BROOKLYN,"993,889","176,325",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65064281468604,-73.9652631253819,"(40.65064281468604, -73.9652631253819)"
48281847,11/29/2020 02:48:50 PM,11/29/2020 05:32:27 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11374,62-27 97 PLACE,97 PLACE,HORACE HARDING EXPRESSWAY,62 DRIVE,HORACE HARDING EXPRESSWAY,62 DRIVE,,REGO PARK,97 PLACE,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/29/2020 05:32:26 PM,06 QUEENS,4020830101,QUEENS,"1,022,787","206,392",PHONE,Horace Harding Playground,QUEENS,,,,,,,,40.733091074619026,-73.86094908124082,"(40.733091074619026, -73.86094908124082)"
48281584,11/29/2020 09:54:26 PM,11/30/2020 09:24:21 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10128,RUPPERT PARK,RUPPERT PARK,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,NEW YORK,RUPPERT PARK,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/30/2020 09:24:20 AM,08 MANHATTAN,1015360025,MANHATTAN,"998,039","223,789",PHONE,Ruppert Park,MANHATTAN,,,,,,,,40.78091459665541,-73.95021020033296,"(40.78091459665541, -73.95021020033296)"
48247495,11/25/2020 12:17:36 PM,11/25/2020 12:30:55 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Street/Curbside,11367,150 STREET,150 STREET,150 STREET,JEWEL AVENUE,150 STREET,JEWEL AVENUE,,,,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/25/2020 12:30:54 PM,08 QUEENS,,QUEENS,"1,034,345","205,752",PHONE,Unspecified,QUEENS,,,,,,,,40.731276525650095,-73.81924986090132,"(40.731276525650095, -73.81924986090132)"
48248364,11/25/2020 05:37:28 PM,11/25/2020 08:16:43 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Street/Curbside,11367,75-09 MAIN STREET,MAIN STREET,75 AVENUE,75 ROAD,75 AVENUE,75 ROAD,,FLUSHING,MAIN STREET,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/25/2020 08:16:28 PM,08 QUEENS,4066640006,QUEENS,"1,034,081","202,999",PHONE,Unspecified,QUEENS,,,,,,,,40.723721718642246,-73.82022279520505,"(40.723721718642246, -73.82022279520505)"
48248503,11/25/2020 12:35:23 PM,11/25/2020 12:40:57 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11215,95 PROSPECT PARK WEST,PROSPECT PARK WEST,4 STREET,5 STREET,4 STREET,5 STREET,,BROOKLYN,PROSPECT PARK WEST,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/25/2020 12:40:47 PM,55 BROOKLYN,3011170001,BROOKLYN,"991,304","182,399",ONLINE,Prospect Park,BROOKLYN,,,,,,,,40.66731704443803,-73.97457255259384,"(40.66731704443803, -73.97457255259384)"
48262905,11/27/2020 04:18:12 PM,11/27/2020 07:58:53 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10463,BROADWAY,BROADWAY,BROADWAY,VAN CORTLANDT PARK SOUTH,BROADWAY,VAN CORTLANDT PARK SOUTH,,,,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/27/2020 07:58:48 PM,08 BRONX,,BRONX,"1,012,114","262,645",PHONE,Van Cortlandt Park,BRONX,,,,,,,,40.88752985800109,-73.89922632846047,"(40.88752985800109, -73.89922632846047)"
